,,,Museum,Order,Class,Family,Genus,Sp,Ssp,,Sex,Continent/Ocean,Country,State/Province,,,Locality,,,,Preservative,,,Life Stage,,,,,,,Year,Elevation,,,,,,,,,,,Day,Month,COLLECTOR,,
228779,28948,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,bedriagai,,,,Asia,Iran,Semnan Prov.,,,,"Touran Protected Area, 2.16 km SE of Delbar Field Station (ca 120 km ESE (by air) of Shahrud), 35 57 04.4 N, 56 05 26.2 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",4-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,1170 m,Additional collectors: S. Shafiei and K. Kamali.,,"Elev. 1170 m, 35 57 4.4 N, 56 05 26.2 E, 2.16 km SE of Delbar Field Station, Touran Protected Area which is 120 km ESE of Sharud, Semnan Province, Iran",,2004,1170,,m,35,57,4.4,N,56,5,26.2,E,4,May,T.J. Papenfuss,GPS
228780,28949,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,bedriagai,,,,Asia,Iran,Semnan Prov.,,,,"Touran Protected Area, 2.16 km SE of Delbar Field Station (ca 120 km ESE (by air) of Shahrud), 35 57 04.4 N, 56 05 26.2 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",4-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,1170 m,Additional collectors: S. Shafiei and K. Kamali.,,"Elev. 1170 m, 35 57 4.4 N, 56 05 26.2 E, 2.16 km SE of Delbar Field Station, Touran Protected Area which is 120 km ESE of Sharud, Semnan Province, Iran",,2004,1170,,m,35,57,4.4,N,56,5,26.2,E,4,May,T.J. Papenfuss,GPS
228781,28955,TJP,CAS,Reptilia,Sauria,Gekkonidae,Cyrtodactylus,caspius,caspius,,,Asia,Iran,Semnan Prov.,,,,"Touran Protected Area, 2.16 km SE of Delbar Field Station (ca 120 km ESE (by air) of Shahrud), 35 57 04.4 N, 56 05 26.2 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",4-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,1170 m,Additional collectors: S. Shafiei and K. Kamali.,,"Elev. 1170 m, 35 57 4.4 N, 56 05 26.2 E, 2.16 km SE of Delbar Field Station, Touran Protected Area which is 120 km ESE of Sharud, Semnan Province, Iran",,2004,1170,,m,35,57,4.4,N,56,5,26.2,E,4,May,T.J. Papenfuss,GPS
228782,28957,TJP,CAS,Reptilia,Serpentes,Colubridae,Lytorhynchus,ridgewayi,,,,Asia,Iran,Semnan Prov.,,,,"Touran Protected Area, 2.16 km SE of Delbar Field Station (ca 120 km ESE (by air) of Shahrud), 35 57 04.4 N, 56 05 26.2 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",4-May-04,Alc,T.J. Papenfuss,2-Jun-04,,,1170 m,Additional collectors: S. Shafiei and K. Kamali.,,"Elev. 1170 m, 35 57 4.4 N, 56 05 26.2 E, 2.16 km SE of Delbar Field Station, Touran Protected Area which is 120 km ESE of Sharud, Semnan Province, Iran",,2004,1170,,m,35,57,4.4,N,56,5,26.2,E,4,May,T.J. Papenfuss,GPS
228783,28960,TJP,CAS,Reptilia,Serpentes,Viperidae,Echis,carinatus,,,,Asia,Iran,Semnan Prov.,,,,"Touran Protected Area, Majerad Spring, 35 47 22.1 N, 56 02 35.3 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",5-May-04,Alc,T.J. Papenfuss,2-Jun-04,,,963 m,Additional collectors: S. Shafiei and K. Kamali.,,"Elev. 963 m, 35 47 22.1 N, 56 02 35.3 E, Majerad Spring, Turan Protected Area, Semnan Province, Iran",,2004,963,,m,35,47,22.1,N,56,2,35.3,E,5,May,T.J. Papenfuss,GPS
228784,28962,TJP,CAS,Reptilia,Sauria,Gekkonidae,Agamura,persica,,,,Asia,Iran,Semnan Prov.,,,,"Touran Protected Area, Majerad Spring, 35 47 22.1 N, 56 02 35.3 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",5-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,963 m,Additional collectors: S. Shafiei and K. Kamali.,,"Elev. 963 m, 35 47 22.1 N, 56 02 35.3 E, Majerad Spring, Turan Protected Area, Semnan Province, Iran",,2004,963,,m,35,47,22.1,N,56,2,35.3,E,5,May,T.J. Papenfuss,GPS
228785,28965,TJP,CAS,Reptilia,Sauria,Scincidae,Ophiomorus,brevipes,,,,Asia,Iran,Semnan Prov.,,,,"Touran Protected Area, Majerad Spring, 35 47 22.1 N, 56 02 35.3 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",5-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,963 m,Additional collectors: S. Shafiei and K. Kamali.,,"Elev. 963 m, 35 47 22.1 N, 56 02 35.3 E, Majerad Spring, Turan Protected Area, Semnan Province, Iran",,2004,963,,m,35,47,22.1,N,56,2,35.3,E,5,May,T.J. Papenfuss,GPS
228786,28993,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228787,28994,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228788,28996,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228789,28997,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228790,28998,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228791,28999,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228792,29000,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228793,29001,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228794,29002,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,ornatus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228795,29006,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,mystaceus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228796,29007,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,mystaceus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228797,29008,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,mystaceus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228798,29009,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,mystaceus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,J/A,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228799,29010,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,mystaceus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,J/A,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228800,29011,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,mystaceus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,J/A,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228801,29012,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,mystaceus,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,J/A,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228802,29017,TJP,CAS,Reptilia,Sauria,Agamidae,Trapelus,agilis,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228803,29018,TJP,CAS,Reptilia,Sauria,Agamidae,Trapelus,agilis,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228804,29021,TJP,CAS,Reptilia,Sauria,Lacertidae,Eremias,lineolata,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228805,29022,TJP,CAS,Reptilia,Sauria,Lacertidae,Eremias,lineolata,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228806,29023,TJP,CAS,Reptilia,Sauria,Lacertidae,Eremias,grammica,,,,Asia,Iran,Khorasan Prov.,,,,"26.4 km N (by rd) of Gonabad, sand dunes, 34 37 16.8 N, 58 43 51.6 E","J.F. Parham, T.J. Papenfuss, O. Mozafari, H. Fahimi",9-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,925 m,Additional collector: S. Shafiei.,,"Elev. 925 m, 34 37.28 N, 58 43.86 E, Sand Dunes 26.4 km N (by road) Gonabad, Khorasan Province, Iran",,2004,925,,m,34,37,16.8,N,58,43,51.6,E,9,May,T.J. Papenfuss,GPS
228807,29030,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228808,29031,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228809,29032,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228810,29033,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228811,29034,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228812,29035,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228813,29024,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,J/A,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228814,29025,TJP,CAS,Reptilia,Sauria,Gekkonidae,Teratoscincus,scincus,keyserlingii,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Juv,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228815,29038,TJP,CAS,Reptilia,Sauria,Agamidae,Phrynocephalus,maculatus,,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, 42.7 km W (by rd) of Aliabad Wildlife Refuge station, Dasht Ghadir (sand dunes), 32 29 30.0 N, 57 01 4.2 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,980 m,,,"Elev. 980 m, 32 29.50 N, 57 01.07 E, Dasht Ghadir (Sand Dune), 42.7 km W. (by road) Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,980,,m,32,29,30,N,57,1,4.2,E,12,May,T.J. Papenfuss,GPS
228816,29042,TJP,CAS,Reptilia,Sauria,Gekkonidae,Cyrtopodion,scaber,,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, Aliabad Wildlife Refuge Station, 32 29 13.26 N, 57 25 6.12 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,,,,"32 29.221 N, 57 25.102 E, Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,,,,32,29,13.26,N,57,25,6.12,E,12,May,T.J. Papenfuss,GPS
228817,29043,TJP,CAS,Reptilia,Sauria,Gekkonidae,Cyrtopodion,scaber,,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, Aliabad Wildlife Refuge Station, 32 29 13.26 N, 57 25 6.12 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,,,,"32 29.221 N, 57 25.102 E, Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,,,,32,29,13.26,N,57,25,6.12,E,12,May,T.J. Papenfuss,GPS
228818,29044,TJP,CAS,Reptilia,Sauria,Gekkonidae,Cyrtopodion,scaber,,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, Aliabad Wildlife Refuge Station, 32 29 13.26 N, 57 25 6.12 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,J/A,,,,,"32 29.221 N, 57 25.102 E, Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,,,,32,29,13.26,N,57,25,6.12,E,12,May,T.J. Papenfuss,GPS
228819,29045,TJP,CAS,Reptilia,Sauria,Gekkonidae,Cyrtopodion,scaber,,,,Asia,Iran,Yazd Prov.,,,,"Nyband Region, Aliabad Wildlife Refuge Station, 32 29 13.26 N, 57 25 6.12 E",T.J. Papenfuss and J.F. Parham,12-May-04,Alc,T.J. Papenfuss,2-Jun-04,J/A,,,,,"32 29.221 N, 57 25.102 E, Aliabad Wildlife Refuge Station, Nyband Region, Yazd Province, Iran",,2004,,,,32,29,13.26,N,57,25,6.12,E,12,May,T.J. Papenfuss,GPS
228820,29046,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,viridis,,,,Asia,Iran,Yazd Prov.,,,,"23 km N Tabas, Kharve, 33 37 51.6 N, 57 09 42.0 E",T.J. Papenfuss and J.F. Parham,13-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,1390 m,,,"Elev. 1390 m, 33 37.86 N, 57 09.70 E, Kharve, 23 km N. Tabas, Yazd Prvoince, Iran",,2004,1390,,m,33,37,51.6,N,57,9,42,E,13,May,T.J. Papenfuss,GPS
228821,29047,TJP,CAS,Amphibia,Anura,Bufonidae,Bufo,viridis,,,,Asia,Iran,Yazd Prov.,,,,"23 km N Tabas, Kharve, 33 37 51.6 N, 57 09 42.0 E",T.J. Papenfuss and J.F. Parham,13-May-04,Alc,T.J. Papenfuss,2-Jun-04,Adult,,1390 m,,,"Elev. 1390 m, 33 37.86 N, 57 09.70 E, Kharve, 23 km N. Tabas, Yazd Prvoince, Iran",,2004,1390,,m,33,37,51.6,N,57,9,42,E,13,May,T.J. Papenfuss,GPS
